SPS1_1,SPS2_2,SPS2_3,SPS2_4,SPS2_5,SADBNK1,SADBNK2,SADBNK3,SADBNK4,SADBNK5,SADBNK6,SADBNK7,SADBNK8,SADBNK9,SADBNK10,SADBNK11,SADBNK12,SADBNK13,SADBNK14,SADBNK15,SADBNK16,SADBNK17,SADBNK18,SADBNK19,SADBNK20,SADBNK21,SADBNK22,SADBNK23,SADBNK24,SADBNK25,SADBNK26,SOPHStot,SOCtot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,20,102
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
2,1,0,1,1,2,1,1,2,2,1,2,0,1,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,0,1,5,36
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,2,1,0,1,1,0,21
0,0,0,0,0,1,1,3,2,1,0,2,2,2,1,2,2,1,1,2,1,3,1,1,0,0,3,4,3,1,2,0,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,0,2,1,1,0,1,1,2,1,0,2,0,1,0,2,0,0,2,2,1,0,1,5,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1,1,1,1,1,2,1,2,2,2,1,0,2,2,2,0,0,1,2,2,2,1,0,1,0,1,2,1,1,1,0,5,31
2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,3,2,1,2,2,4,0,2,2,3,2,0,3,8,47
2,1,3,3,2,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,102
1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,6,53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,2,3,4,4,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,15,72
0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4,2,2,0,21
3,3,2,2,1,3,2,2,3,2,2,3,2,3,3,2,1,2,4,3,2,4,3,4,1,0,4,2,2,3,2,11,64
0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,2,0,1,0,25
2,2,2,1,2,3,2,3,1,3,3,3,3,2,3,1,3,2,3,2,1,3,1,1,1,3,3,2,3,1,3,9,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,17,101
2,2,0,1,2,1,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,2,2,0,0,1,2,2,0,2,7,19
1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,6,34
3,3,2,4,2,2,2,1,1,2,2,3,2,2,3,1,4,1,2,2,2,3,4,2,2,0,3,1,3,3,0,14,53
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,0,0,2,2,2,13
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,7
2,2,3,2,3,3,2,4,2,3,1,4,4,2,4,3,3,3,4,4,3,3,3,2,3,4,4,3,4,1,3,12,79
0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,2,0,10
2,1,1,1,1,2,0,1,2,2,1,2,2,0,2,2,2,0,2,2,2,1,2,2,0,2,2,0,2,1,1,6,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,4,1,3,1,2,2,4,3,2,4,4,4,1,0,4,4,2,4,3,4,2,2,2,2,1,3,3,3,11,69
1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,2,0,0,1,0,1,0,0,1,2,3,18
1,0,0,1,0,2,1,1,2,0,0,1,1,0,1,0,2,1,2,2,0,0,0,0,0,0,0,2,2,1,0,2,21
1,0,1,2,1,1,1,1,1,2,1,2,1,0,1,1,1,1,1,2,1,1,1,2,2,1,3,1,2,1,2,5,34
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,2,1,1,2,0,0,1,2,2,0,1,2,2,2,2,2,2,27
1,1,1,1,1,1,0,2,2,2,1,2,2,0,1,0,1,1,1,2,1,2,0,2,1,2,3,3,1,0,3,5,36
1,0,2,2,2,2,2,3,2,1,0,2,3,1,3,2,2,1,2,3,3,3,2,1,2,3,2,4,4,3,2,7,58
2,1,2,2,1,3,3,3,3,2,2,3,2,3,4,3,3,2,2,3,3,3,2,3,4,3,3,3,2,3,3,8,73
1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,0,1,0,2,1,1,1,1,2,1,2,2,2,1,3,1,6,35
0,0,0,0,0,1,0,1,1,0,0,2,0,2,2,2,2,1,1,2,0,2,1,1,1,1,3,3,0,0,3,0,32
0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,15
2,1,3,2,2,2,1,1,2,3,1,2,2,2,1,3,1,1,2,2,0,2,2,2,3,2,3,3,1,0,2,10,46
2,2,1,1,1,3,2,2,2,2,2,3,3,2,2,2,3,1,2,3,3,3,3,2,2,2,4,3,3,1,3,7,63
0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,2,0,1,3,3,0,3,0,3,1,0,1,1,3,3,0,1,1,1,2,2,4,2,1,2,2,5,42
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,2,3,3,3,4,2,4,3,4,2,4,4,4,3,3,3,2,4,4,3,4,4,2,4,2,4,3,4,4,2,14,86
3,2,1,3,2,3,2,2,2,2,2,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,4,2,4,11,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
3,2,1,2,2,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,2,2,3,3,10,66
0,0,0,0,0,1,0,1,2,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12
2,1,1,2,1,1,0,1,1,1,1,2,3,2,1,1,1,2,0,2,1,3,1,3,2,2,3,3,4,0,1,7,42
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,7
0,0,0,0,0,3,0,3,2,2,3,2,1,0,0,0,0,3,3,2,0,2,0,0,0,0,3,0,0,4,0,0,33
1,1,0,0,0,1,0,2,2,1,2,2,1,0,1,2,2,0,0,2,0,2,0,0,0,0,3,2,0,0,2,2,27
0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,4,0,0,28
0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,2,3,1,2,0,2,0,18
3,1,3,4,4,4,3,4,4,3,3,2,4,4,4,2,1,4,4,4,4,4,2,1,0,4,0,1,4,4,1,15,75
2,2,1,2,3,4,1,2,3,4,2,2,2,4,2,1,2,2,4,2,1,2,4,3,1,3,4,3,2,4,4,10,68
2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,8,38
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1,0,0,0,0,1,0,1,2,1,0,0,2,0,0,0,1,0,4,2,0,1,0,2,0,0,3,0,0,2,0,1,22
0,0,0,0,0,2,3,3,2,3,2,2,3,1,2,3,2,3,2,3,3,2,2,3,3,2,2,2,2,3,2,0,62
3,2,3,3,2,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,4,13,98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
4,4,0,4,2,0,3,0,0,1,0,2,0,0,0,0,2,0,0,0,2,0,3,0,0,1,3,1,3,3,0,14,24
0,0,0,0,0,2,1,2,2,2,1,1,1,2,2,0,1,1,0,2,1,2,2,0,0,0,2,2,1,0,1,0,31
1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1,3,2,2,3,1,5,55
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4
2,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,2,12,98
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,2,6
1,1,0,1,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,1,2,2,0,2,2,3,0,1,3,19
2,1,3,1,2,1,0,1,1,1,1,1,3,0,1,0,2,1,1,2,2,1,0,0,1,1,3,2,1,3,0,9,30
1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,2,13
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,9
1,0,0,0,0,1,0,2,1,1,1,2,1,0,2,0,1,0,1,0,1,0,0,1,2,0,3,1,0,0,0,1,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2,2,1,2,2,2,1,1,1,2,1,2,3,1,1,1,2,1,1,2,2,2,1,2,1,0,2,2,2,2,2,9,40
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,2,8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6
1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,13
3,2,3,3,2,4,1,4,3,4,3,4,3,3,4,4,3,2,4,4,4,4,4,4,4,2,4,4,4,2,4,13,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,2,5,25
0,0,0,0,0,1,0,2,2,2,1,2,2,2,1,2,1,1,0,1,0,2,2,1,2,1,3,1,1,1,1,0,35
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4
1,0,1,2,1,3,1,3,3,3,1,3,1,1,2,2,3,3,4,4,3,2,1,1,0,2,3,3,3,3,3,5,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,16,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,52
3,3,2,2,1,2,3,1,2,3,3,3,3,1,2,2,3,2,0,4,3,3,3,3,4,1,3,4,2,2,3,11,65
3,3,4,3,4,4,4,4,4,3,2,4,3,3,3,4,3,2,4,4,3,4,4,4,3,4,4,4,3,2,4,17,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6
0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,1,2,1,1,0,2,3,0,1,4,0,0,1,0,22
1,1,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,3,2,2,2,3,4,50
2,2,2,2,0,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,8,98
3,3,3,3,3,2,3,4,3,3,4,2,0,3,4,2,4,4,4,4,3,3,4,3,3,3,4,2,4,4,4,15,83
1,3,2,1,1,2,1,2,1,2,3,4,3,3,2,4,3,2,3,4,3,3,2,3,4,3,4,4,4,2,3,8,74
4,2,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,17,101
2,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,2,0,1,0,0,5,12
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7
3,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,16,99
2,1,3,1,2,3,3,3,3,3,3,3,3,3,4,4,3,3,2,4,3,3,3,4,2,1,2,3,3,4,3,9,78
3,3,2,1,3,3,2,2,1,2,2,3,2,0,2,2,3,2,1,3,3,2,2,1,1,2,3,2,3,1,1,12,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3
2,2,1,2,3,3,3,3,2,3,0,4,2,3,3,3,3,3,4,4,3,3,3,3,1,3,4,3,2,0,1,10,69
4,3,2,2,2,3,2,3,3,4,3,4,3,3,4,3,3,3,4,3,4,4,3,4,4,3,3,4,3,4,4,13,88
2,1,1,2,1,3,1,2,2,4,0,4,2,3,2,4,3,2,2,4,2,2,2,2,4,3,4,4,3,0,4,7,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,24
1,1,1,1,1,2,1,2,2,2,1,1,1,2,3,1,2,2,2,2,2,3,2,1,2,2,3,2,1,2,1,5,47
3,1,3,3,1,4,3,3,3,3,4,3,4,2,2,3,3,4,4,2,3,3,3,3,1,2,4,0,1,4,2,11,73
1,3,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,3,2,3,2,3,2,3,9,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,3,3,4,4,4,3,4,3,2,4,4,4,4,4,3,4,3,4,1,4,1,4,3,4,3,3,4,1,12,86
1,1,0,1,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,0,2,1,2,1,2,0,1,2,3,32
2,2,1,2,1,3,3,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,2,2,2,1,3,3,2,1,0,8,55
2,1,0,1,1,2,0,2,0,0,2,2,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,5,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,11
1,1,2,1,1,1,0,1,2,2,0,3,0,2,0,2,1,0,1,2,2,0,3,0,2,2,3,1,1,0,3,6,34
1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,3,2,2,3,2,2,5,44
2,1,0,0,1,2,1,3,2,2,2,0,4,1,1,2,3,2,1,3,3,0,0,1,2,2,4,4,1,4,2,4,52
2,1,1,1,1,3,2,3,4,3,2,2,4,3,2,3,2,2,4,3,3,3,2,1,3,2,3,2,3,4,2,6,70
2,2,2,3,2,3,2,4,3,3,3,4,2,4,4,3,4,3,3,3,2,3,4,3,4,1,4,4,3,2,3,11,81
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,2,4,4,4,4,2,4,20,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6
1,1,0,1,0,2,1,0,2,2,2,2,2,1,2,1,2,0,2,3,2,3,2,2,2,1,3,2,2,0,1,3,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,3,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,10,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,3,3,1,2,2,2,2,3,2,3,10,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,2,0,1,2,2,0,0,2,2,0,0,0,1,2,1,1,1,0,0,0,0,3,0,2,2,2,3,26
2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,3,1,2,1,3,1,1,0,4,2,2,2,1,8,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,4,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,16,96
1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,2,1,2,0,0,2,2,2,0,1,1,1,2,20
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2,8
0,0,0,0,0,2,2,2,2,3,0,2,2,0,1,0,2,1,1,2,0,3,1,1,0,2,3,3,3,0,0,0,38
2,0,1,1,0,3,3,3,2,3,1,3,4,2,4,1,4,1,4,4,3,3,3,3,3,2,3,4,4,0,3,4,73
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
3,3,1,3,3,1,0,0,0,2,0,2,0,1,2,0,2,0,0,2,0,0,1,1,2,2,2,2,2,0,1,13,25
2,1,2,2,2,2,2,2,2,3,2,3,4,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,9,53
3,3,3,4,4,3,2,3,2,3,3,3,2,3,2,3,3,2,3,3,0,4,2,3,3,3,3,3,3,0,3,17,67
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6
2,0,0,0,0,1,1,2,0,2,2,1,2,2,2,1,1,1,0,1,1,2,1,1,1,2,2,2,1,2,2,2,36
1,1,1,1,1,2,2,1,2,2,0,1,2,2,1,2,2,1,2,3,3,1,3,1,2,3,2,2,2,2,2,5,48
1,1,1,1,1,2,1,2,2,2,2,1,2,2,3,3,3,1,2,3,2,2,2,3,3,2,3,3,3,3,2,5,59
3,1,1,1,1,3,2,1,2,3,1,3,2,2,3,1,2,1,2,4,1,1,1,2,2,2,2,3,1,3,3,7,53
1,1,2,2,2,1,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,2,3,8,50
2,2,1,2,2,3,1,2,3,3,2,3,2,2,4,3,3,2,3,4,2,3,2,3,3,2,4,4,4,3,3,9,73
1,1,2,0,1,1,0,0,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,13
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,9
2,2,3,3,3,2,2,2,2,2,2,3,2,2,1,1,2,2,3,2,2,3,4,2,3,0,3,3,3,2,3,13,58
2,2,1,1,2,2,1,2,2,2,1,1,1,3,2,3,2,1,3,2,2,3,2,2,2,1,3,3,4,1,3,8,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,3,1,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1,1,1,0,0,1,0,0,2,3,0,2,2,2,2,0,0,2,1,2,0,0,0,2,0,2,2,0,0,0,1,3,26
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,1,3,0,0,2,1,0,16
3,3,4,2,4,2,3,4,3,2,2,4,4,3,4,2,3,2,4,3,2,2,3,2,2,2,4,4,2,1,4,16,73
0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,0,0,2,2,2,0,2,0,0,0,0,2,0,2,0,2,0,30
0,0,0,0,0,2,2,2,2,2,1,3,3,2,2,2,2,2,2,3,1,2,3,2,2,2,2,3,3,1,1,0,54
1,0,2,2,1,4,1,4,3,4,2,3,4,0,2,0,2,0,4,3,3,0,1,0,4,0,4,2,4,3,0,6,57
2,1,1,1,1,1,1,2,1,2,0,1,1,2,0,2,2,1,1,2,2,1,2,3,2,1,3,2,2,1,2,6,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,1,0,2,2,10
2,1,1,0,0,2,0,2,1,2,0,2,1,0,2,3,2,0,1,2,2,0,0,3,0,3,3,0,0,1,0,4,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,2,2,2,1,1,0,2,2,1,2,1,1,0,0,1,2,0,2,3,2,2,1,0,1,2,3,3,2,0,1,9,35
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,3,2,3,2,2,3,3,1,3,2,2,3,3,2,1,2,2,2,3,2,3,2,3,2,2,2,2,2,11,59
1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,2,2,0,0,0,1,0,0,2,0,0,0,1,2,14
3,3,3,3,2,2,1,4,3,2,3,4,4,2,4,3,3,2,4,4,2,4,2,2,3,0,3,3,4,1,1,14,70
0,0,0,0,0,2,1,0,1,2,1,1,2,0,0,0,2,0,2,2,2,1,0,0,1,0,4,2,3,2,0,0,31
2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,9,77
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2,0,1,1,1,1,0,3,2,0,0,2,2,1,2,2,2,2,1,2,1,2,2,2,2,3,3,2,3,1,2,5,45
1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,5,45
3,4,3,2,4,3,1,3,3,4,2,4,2,2,2,0,3,1,4,4,3,3,3,3,2,3,4,3,4,1,3,16,70
0,0,0,0,0,2,1,0,0,1,0,0,2,1,2,1,2,1,2,2,1,2,0,0,0,0,2,2,0,2,0,0,26
1,0,0,1,0,2,2,2,2,2,0,2,2,1,2,0,2,0,2,2,2,2,0,2,2,0,4,2,2,1,0,2,40
0,0,0,0,0,2,1,1,1,0,1,1,2,1,1,2,2,1,0,1,0,0,0,1,2,2,3,2,1,0,2,0,30
2,2,1,1,1,3,2,1,2,4,1,4,2,2,3,3,3,2,3,2,3,3,3,3,4,2,3,4,2,3,2,7,69
3,3,2,3,4,3,4,4,3,2,1,3,3,3,2,2,3,1,2,4,2,4,3,4,3,4,4,4,4,2,3,15,77
4,2,3,2,3,2,3,3,4,4,2,3,3,3,4,3,2,3,3,3,4,2,2,4,3,2,1,2,1,3,2,14,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,0,4,3,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,11,97
1,0,0,0,0,2,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,14
